Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
New_Group,New_Year_2024,Marketing_Ad,2024-06-28,Lead_Generation,Single_Image,Desktop,Marketing,VP,5001-10000,Marketing,477742,14616,3.06,782,5.35,38382.52,2.63,155306.06,4.05,782,64.39,4.18
New_Group,New_Year_2024,Marketing_Ad,2024-06-28,Lead_Generation,Carousel,Desktop,Marketing,Manager,1001-5000,Consulting,577667,18352,3.18,1707,9.3,40272.09,2.19,365615.6,9.08,1707,70.86,2.93
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-06-29,Conversions,Sponsored_Content,Mobile,HR,C-Level,1001-5000,Technology,548979,12180,2.22,1132,9.29,30947.47,2.54,231657.75,7.49,1132,68.48,3.45
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-06-29,Lead_Generation,Video,Desktop,Marketing,Manager,1001-5000,Education,578905,12417,2.14,665,5.36,35169.41,2.83,123114.89,3.5,665,74.49,3.45
Black_Group,Black_Friday_2024,Sales_Ad,2024-06-29,Conversions,Sponsored_Content,Mobile,Sales,Manager,501-1000,Consulting,325037,9050,2.78,522,5.77,23100.59,2.55,101503.54,4.39,522,77.92,3.16
Black_Group,Black_Friday_2024,Operations_Ad,2024-06-29,Brand_Awareness,Sponsored_Content,Mobile,Operations,Manager,501-1000,Healthcare,424716,11119,2.62,620,5.58,25872.52,2.33,120325.95,4.65,620,70.11,4.09
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-06-29,Brand_Awareness,Carousel,Desktop,Sales,VP,5001-10000,Healthcare,224899,8132,3.62,581,7.14,22153.62,2.72,112118.54,5.06,581,76.21,3.99
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-29,Lead_Generation,Video,Desktop,Operations,C-Level,5001-10000,Technology,419952,10113,2.41,853,8.43,23888.32,2.36,168267.49,7.04,853,77.48,4.14
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-06-29,Conversions,Video,Desktop,Sales,C-Level,5001-10000,Technology,461765,11329,2.45,770,6.8,23582.3,2.08,134304.09,5.7,770,64.14,3.08
Summer_Group,Summer_Sale_2024,IT_Ad,2024-06-29,Conversions,Carousel,Mobile,IT,Manager,10001+,Marketing,429650,14862,3.46,1032,6.94,33804.22,2.27,189260.7,5.6,1032,69.14,3.92
Back_Group,Back_To_School_2024,Marketing_Ad,2024-06-29,Brand_Awareness,Video,Desktop,Marketing,VP,1001-5000,Marketing,449396,11891,2.65,741,6.23,34299.07,2.88,154848.58,4.51,741,71.21,3.52
Back_Group,Back_To_School_2024,Sales_Ad,2024-06-29,Lead_Generation,Carousel,Desktop,Sales,Director,10001+,Marketing,425234,14467,3.4,1153,7.97,32192.68,2.23,243681.09,7.57,1153,71.51,3.8
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-06-29,Brand_Awareness,Video,Mobile,Sales,VP,501-1000,Marketing,316126,10054,3.18,699,6.95,26175.3,2.6,138172.95,5.28,699,67.63,3.83
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-06-29,Brand_Awareness,Video,Desktop,Operations,Manager,5001-10000,Consulting,482808,13071,2.71,1112,8.51,28813.53,2.2,227387.6,7.89,1112,64.71,3.59
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-06-29,Lead_Generation,Carousel,Mobile,HR,C-Level,10001+,Education,325405,8124,2.5,471,5.8,19284.71,2.37,88655.12,4.6,471,73.93,3.51
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-29,Lead_Generation,Sponsored_Content,Mobile,Finance,Director,501-1000,Education,416421,11063,2.66,1005,9.08,28106.2,2.54,190918.19,6.79,1005,76.51,4.3
New_Group,New_Year_2024,Marketing_Ad,2024-06-29,Conversions,Carousel,Mobile,Marketing,Manager,10001+,Healthcare,424582,9370,2.21,821,8.76,26402.85,2.82,173237.53,6.56,821,77.4,3.28
New_Group,New_Year_2024,Sales_Ad,2024-06-29,Brand_Awareness,Single_Image,Mobile,Sales,Manager,1001-5000,Education,467337,14554,3.11,1279,8.79,36568.75,2.51,225112.77,6.16,1279,73.25,4.23
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-06-30,Brand_Awareness,Single_Image,Mobile,Operations,Director,10001+,Consulting,239763,5935,2.48,321,5.41,14002.26,2.36,55077.69,3.93,321,69.33,2.99
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-06-30,Conversions,Single_Image,Mobile,Finance,Manager,5001-10000,Consulting,288154,6829,2.37,523,7.66,19170.51,2.81,111249.39,5.8,523,66.78,3.0
Black_Group,Black_Friday_2024,Sales_Ad,2024-06-30,Brand_Awareness,Carousel,Desktop,Sales,Manager,5001-10000,Education,507220,10422,2.05,609,5.84,29450.94,2.83,103250.55,3.51,609,75.09,3.91
Black_Group,Black_Friday_2024,Sales_Ad,2024-06-30,Conversions,Video,Mobile,Sales,Manager,501-1000,Consulting,402918,11346,2.82,761,6.71,27228.96,2.4,128397.37,4.72,761,75.08,3.23
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-06-30,Brand_Awareness,Carousel,Mobile,Finance,Director,10001+,Technology,259791,8937,3.44,464,5.19,20303.77,2.27,98451.77,4.85,464,70.91,3.6
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-06-30,Brand_Awareness,Carousel,Mobile,Operations,Director,501-1000,Technology,279039,6312,2.26,381,6.04,16793.63,2.66,68071.53,4.05,381,72.86,3.96
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-06-30,Brand_Awareness,Sponsored_Content,Desktop,Operations,C-Level,10001+,Healthcare,406761,8540,2.1,674,7.89,23053.61,2.7,132097.58,5.73,674,77.63,3.38
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-06-30,Brand_Awareness,Video,Mobile,Marketing,Manager,501-1000,Education,425696,12443,2.92,1050,8.44,29119.12,2.34,193703.39,6.65,1050,71.83,3.69
Back_Group,Back_To_School_2024,IT_Ad,2024-06-30,Conversions,Single_Image,Mobile,IT,VP,5001-10000,Healthcare,322162,8789,2.73,534,6.08,18671.56,2.12,90000.18,4.82,534,74.17,3.95
Back_Group,Back_To_School_2024,Marketing_Ad,2024-06-30,Lead_Generation,Sponsored_Content,Desktop,Marketing,Manager,501-1000,Healthcare,465084,16285,3.5,1398,8.58,36147.24,2.22,240585.34,6.66,1398,64.86,2.88
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-06-30,Conversions,Carousel,Desktop,Operations,VP,5001-10000,Education,389194,12719,3.27,899,7.07,35187.45,2.77,148197.52,4.21,899,64.41,4.2
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-06-30,Lead_Generation,Sponsored_Content,Mobile,Operations,C-Level,501-1000,Healthcare,192356,6305,3.28,367,5.82,12787.65,2.03,62677.51,4.9,367,67.83,3.46
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-30,Conversions,Video,Desktop,Finance,C-Level,10001+,Healthcare,301277,10830,3.59,907,8.37,21248.06,1.96,173700.44,8.17,907,65.12,3.05
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-06-30,Brand_Awareness,Single_Image,Mobile,Finance,C-Level,10001+,Healthcare,508581,12661,2.49,938,7.41,30401.41,2.4,182141.63,5.99,938,72.17,2.98
New_Group,New_Year_2024,Operations_Ad,2024-06-30,Conversions,Video,Desktop,Operations,Manager,501-1000,Healthcare,603150,14795,2.45,810,5.47,30657.34,2.07,141758.01,4.62,810,72.83,3.56
New_Group,New_Year_2024,Finance_Ad,2024-06-30,Brand_Awareness,Video,Mobile,Finance,C-Level,1001-5000,Marketing,267377,5385,2.01,369,6.85,10684.77,1.98,76170.43,7.13,369,72.05,4.05
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-07-01,Conversions,Video,Mobile,IT,C-Level,5001-10000,Education,477718,10489,2.2,858,8.18,28812.67,2.75,167377.88,5.81,858,76.51,3.79
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-07-01,Conversions,Single_Image,Mobile,Sales,C-Level,501-1000,Healthcare,566057,15871,2.8,1154,7.27,40709.55,2.57,204308.75,5.02,1154,77.44,4.26
Black_Group,Black_Friday_2024,Operations_Ad,2024-07-01,Conversions,Carousel,Mobile,Operations,VP,5001-10000,Education,469446,13385,2.85,706,5.27,36592.23,2.73,118991.41,3.25,706,71.64,2.92
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-01,Conversions,Video,Mobile,Sales,Director,501-1000,Technology,344776,11815,3.43,1015,8.59,31682.92,2.68,202784.44,6.4,1015,65.91,2.92
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-07-01,Conversions,Carousel,Mobile,Operations,VP,10001+,Technology,511627,16106,3.15,1366,8.48,37857.03,2.35,224757.49,5.94,1366,68.43,3.37
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-07-01,Lead_Generation,Sponsored_Content,Mobile,IT,VP,501-1000,Healthcare,305707,9801,3.21,740,7.55,26678.09,2.72,137135.24,5.14,740,72.52,4.17
Summer_Group,Summer_Sale_2024,IT_Ad,2024-07-01,Conversions,Carousel,Desktop,IT,VP,501-1000,Healthcare,243248,6133,2.52,490,7.99,15763.49,2.57,91919.92,5.83,490,76.11,3.39
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-07-01,Lead_Generation,Single_Image,Mobile,Sales,VP,5001-10000,Education,443244,13660,3.08,699,5.12,30720.29,2.25,145823.21,4.75,699,70.75,3.02
Back_Group,Back_To_School_2024,IT_Ad,2024-07-01,Conversions,Video,Desktop,IT,C-Level,1001-5000,Marketing,713460,17536,2.46,1250,7.13,42524.41,2.42,228294.5,5.37,1250,66.05,3.89
Back_Group,Back_To_School_2024,HR_Ad,2024-07-01,Brand_Awareness,Carousel,Desktop,HR,VP,1001-5000,Marketing,304409,9455,3.11,485,5.13,25964.05,2.75,98557.69,3.8,485,72.96,3.16
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-07-01,Brand_Awareness,Carousel,Desktop,Operations,Manager,5001-10000,Consulting,362490,9667,2.67,705,7.29,19748.72,2.04,152968.98,7.75,705,73.11,3.36
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-07-01,Brand_Awareness,Carousel,Desktop,Finance,VP,501-1000,Education,522184,16707,3.2,1223,7.32,35303.85,2.11,232848.56,6.6,1223,69.25,3.96
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-07-01,Lead_Generation,Video,Mobile,HR,C-Level,10001+,Technology,383136,12008,3.13,1010,8.41,30548.86,2.54,199610.41,6.53,1010,73.52,3.2
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-01,Lead_Generation,Single_Image,Desktop,IT,Manager,501-1000,Technology,255077,5665,2.22,503,8.88,12989.96,2.29,84347.75,6.49,503,76.21,3.56
New_Group,New_Year_2024,Marketing_Ad,2024-07-01,Conversions,Sponsored_Content,Mobile,Marketing,Director,501-1000,Education,479535,15337,3.2,1222,7.97,34327.34,2.24,252442.04,7.35,1222,71.98,4.01
New_Group,New_Year_2024,Finance_Ad,2024-07-01,Brand_Awareness,Sponsored_Content,Mobile,Finance,Manager,5001-10000,Healthcare,588150,16966,2.88,1375,8.1,35786.74,2.11,254202.02,7.1,1375,71.44,3.78
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-07-02,Lead_Generation,Sponsored_Content,Mobile,Operations,Manager,10001+,Consulting,458131,13903,3.03,1150,8.27,30422.72,2.19,238646.27,7.84,1150,64.43,3.32
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-07-02,Brand_Awareness,Video,Desktop,IT,Director,5001-10000,Technology,751329,16969,2.26,1288,7.59,36299.47,2.14,232838.49,6.41,1288,73.23,3.26
Black_Group,Black_Friday_2024,IT_Ad,2024-07-02,Brand_Awareness,Single_Image,Mobile,IT,Director,1001-5000,Consulting,257809,9377,3.64,507,5.41,21810.64,2.33,103336.16,4.74,507,72.26,3.52
Black_Group,Black_Friday_2024,Marketing_Ad,2024-07-02,Brand_Awareness,Carousel,Mobile,Marketing,C-Level,501-1000,Healthcare,462986,10215,2.21,599,5.86,24923.97,2.44,99589.26,4.0,599,70.18,4.24
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-07-02,Conversions,Single_Image,Mobile,HR,C-Level,1001-5000,Consulting,669469,15759,2.35,1337,8.48,38032.31,2.41,230817.77,6.07,1337,66.79,3.14
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-07-02,Brand_Awareness,Single_Image,Desktop,Marketing,Director,501-1000,Education,331542,6659,2.01,573,8.6,16886.35,2.54,118101.7,6.99,573,73.37,3.2
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-07-02,Conversions,Sponsored_Content,Mobile,Operations,Manager,5001-10000,Education,310069,11064,3.57,992,8.97,23678.14,2.14,208439.4,8.8,992,77.81,3.34
Summer_Group,Summer_Sale_2024,IT_Ad,2024-07-02,Brand_Awareness,Sponsored_Content,Mobile,IT,Director,501-1000,Education,447706,10125,2.26,557,5.5,21583.19,2.13,103536.84,4.8,557,64.07,3.43
Back_Group,Back_To_School_2024,Operations_Ad,2024-07-02,Conversions,Carousel,Desktop,Operations,VP,1001-5000,Marketing,220484,4611,2.09,290,6.29,12736.07,2.76,47602.91,3.74,290,69.22,3.08
Back_Group,Back_To_School_2024,Marketing_Ad,2024-07-02,Brand_Awareness,Carousel,Mobile,Marketing,Manager,10001+,Education,432223,10896,2.52,762,6.99,22605.66,2.07,142694.15,6.31,762,67.81,3.35
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-07-02,Conversions,Single_Image,Desktop,Marketing,Manager,1001-5000,Education,530614,16093,3.03,1470,9.13,34927.67,2.17,262937.84,7.53,1470,71.47,3.7
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-07-02,Lead_Generation,Sponsored_Content,Mobile,Sales,Manager,10001+,Education,295109,7227,2.45,444,6.14,17569.41,2.43,79440.84,4.52,444,72.61,3.94
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-07-02,Brand_Awareness,Sponsored_Content,Desktop,Finance,Director,1001-5000,Education,353472,7650,2.16,695,9.08,20519.27,2.68,135248.26,6.59,695,72.49,4.26
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-07-02,Lead_Generation,Video,Mobile,Finance,C-Level,1001-5000,Consulting,264914,7674,2.9,446,5.81,20800.63,2.71,82531.18,3.97,446,74.06,3.3
New_Group,New_Year_2024,Sales_Ad,2024-07-02,Brand_Awareness,Single_Image,Desktop,Sales,VP,1001-5000,Technology,528642,11895,2.25,1059,8.9,33779.98,2.84,199903.7,5.92,1059,66.63,3.86
New_Group,New_Year_2024,Operations_Ad,2024-07-02,Brand_Awareness,Video,Desktop,Operations,Manager,5001-10000,Marketing,279615,6554,2.34,358,5.46,19089.22,2.91,65555.81,3.43,358,71.78,3.04
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-07-03,Lead_Generation,Single_Image,Mobile,Sales,VP,5001-10000,Consulting,234413,6730,2.87,412,6.12,13946.36,2.07,78215.96,5.61,412,68.83,3.9
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-07-03,Conversions,Video,Mobile,Finance,C-Level,5001-10000,Healthcare,294397,9495,3.23,638,6.72,27915.23,2.94,114137.31,4.09,638,66.92,4.15
Black_Group,Black_Friday_2024,Finance_Ad,2024-07-03,Conversions,Carousel,Desktop,Finance,Manager,501-1000,Marketing,314001,9904,3.15,523,5.28,25961.17,2.62,110687.63,4.26,523,70.81,3.2
Black_Group,Black_Friday_2024,IT_Ad,2024-07-03,Brand_Awareness,Sponsored_Content,Desktop,IT,Director,10001+,Technology,597946,19285,3.23,1795,9.31,49454.44,2.56,367302.67,7.43,1795,65.62,4.31
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-07-03,Conversions,Carousel,Desktop,Marketing,C-Level,1001-5000,Technology,224016,5517,2.46,289,5.24,15233.38,2.76,57452.88,3.77,289,66.16,3.01
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-07-03,Conversions,Sponsored_Content,Mobile,IT,Manager,5001-10000,Marketing,319431,8173,2.56,611,7.48,20829.02,2.55,122635.66,5.89,611,66.37,4.13
Summer_Group,Summer_Sale_2024,IT_Ad,2024-07-03,Brand_Awareness,Video,Mobile,IT,Manager,5001-10000,Consulting,281565,6541,2.32,467,7.14,15856.06,2.42,99942.93,6.3,467,76.76,2.98
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-07-03,Conversions,Sponsored_Content,Mobile,Marketing,VP,1001-5000,Marketing,707925,14690,2.08,938,6.39,36704.14,2.5,172363.54,4.7,938,72.8,3.72
Back_Group,Back_To_School_2024,Marketing_Ad,2024-07-03,Brand_Awareness,Video,Mobile,Marketing,Manager,5001-10000,Technology,473339,16989,3.59,1108,6.52,33776.18,1.99,229553.9,6.8,1108,75.98,4.03
Back_Group,Back_To_School_2024,HR_Ad,2024-07-03,Conversions,Sponsored_Content,Mobile,HR,Manager,1001-5000,Healthcare,193262,5974,3.09,450,7.53,16183.65,2.71,90091.81,5.57,450,71.76,2.96
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-07-03,Lead_Generation,Sponsored_Content,Desktop,Operations,Director,10001+,Technology,453659,14246,3.14,998,7.01,31294.23,2.2,191588.99,6.12,998,73.43,3.25
Spring_Group,Spring_Launch_2024,HR_Ad,2024-07-03,Brand_Awareness,Sponsored_Content,Desktop,HR,VP,1001-5000,Consulting,588050,17418,2.96,1293,7.42,48563.53,2.79,230566.95,4.75,1293,71.32,3.03
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-07-03,Brand_Awareness,Video,Desktop,Finance,Director,10001+,Consulting,526373,18418,3.5,1160,6.3,45662.17,2.48,214153.39,4.69,1160,76.71,4.05
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-07-03,Conversions,Sponsored_Content,Mobile,Operations,Director,501-1000,Technology,270079,7852,2.91,440,5.6,18440.3,2.35,95528.4,5.18,440,66.44,3.24
New_Group,New_Year_2024,Sales_Ad,2024-07-03,Lead_Generation,Sponsored_Content,Mobile,Sales,Director,1001-5000,Education,655495,16710,2.55,1391,8.32,42312.91,2.53,268739.7,6.35,1391,70.87,2.95
New_Group,New_Year_2024,Marketing_Ad,2024-07-03,Conversions,Carousel,Desktop,Marketing,Director,10001+,Consulting,386875,10540,2.72,734,6.96,29753.38,2.82,144896.55,4.87,734,74.89,3.55
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-07-04,Brand_Awareness,Sponsored_Content,Desktop,Marketing,Director,1001-5000,Consulting,241349,8355,3.46,745,8.92,23708.21,2.84,131900.91,5.56,745,68.38,4.2
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-07-04,Conversions,Carousel,Mobile,IT,C-Level,1001-5000,Marketing,239761,7341,3.06,598,8.15,16491.35,2.25,124993.3,7.58,598,69.7,3.1
Black_Group,Black_Friday_2024,Marketing_Ad,2024-07-04,Conversions,Sponsored_Content,Mobile,Marketing,Manager,10001+,Education,270463,5554,2.05,490,8.82,10967.44,1.97,101948.43,9.3,490,72.16,3.84
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-04,Brand_Awareness,Single_Image,Mobile,Sales,Manager,5001-10000,Technology,420288,8680,2.07,710,8.18,18855.23,2.17,125350.53,6.65,710,66.84,3.52
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-07-04,Lead_Generation,Single_Image,Desktop,Finance,VP,10001+,Technology,640207,14812,2.31,1078,7.28,35266.69,2.38,184679.53,5.24,1078,70.67,4.13
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-07-04,Lead_Generation,Video,Mobile,IT,Manager,1001-5000,Marketing,645984,18124,2.81,931,5.14,37748.24,2.08,153924.86,4.08,931,74.55,3.89
Summer_Group,Summer_Sale_2024,IT_Ad,2024-07-04,Brand_Awareness,Single_Image,Desktop,IT,VP,5001-10000,Technology,255536,6327,2.48,514,8.12,12958.5,2.05,110037.41,8.49,514,70.32,3.98
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-07-04,Lead_Generation,Single_Image,Mobile,Operations,C-Level,10001+,Healthcare,642729,21815,3.39,1999,9.16,43364.12,1.99,421439.85,9.72,1999,76.35,4.31
Back_Group,Back_To_School_2024,Sales_Ad,2024-07-04,Conversions,Video,Desktop,Sales,C-Level,1001-5000,Consulting,428967,8996,2.1,505,5.61,24886.0,2.77,102797.77,4.13,505,69.92,2.89
Back_Group,Back_To_School_2024,Marketing_Ad,2024-07-04,Conversions,Video,Mobile,Marketing,C-Level,5001-10000,Consulting,414012,13655,3.3,689,5.05,27933.36,2.05,129054.83,4.62,689,63.92,4.23
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-07-04,Conversions,Carousel,Desktop,Operations,C-Level,10001+,Education,422701,12759,3.02,957,7.5,25224.18,1.98,191162.6,7.58,957,72.24,4.24
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-07-04,Brand_Awareness,Carousel,Desktop,Sales,Manager,5001-10000,Marketing,294083,7567,2.57,532,7.03,19983.71,2.64,114069.22,5.71,532,72.68,3.72
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-07-04,Conversions,Video,Desktop,Operations,C-Level,1001-5000,Marketing,431508,11195,2.59,696,6.22,23566.57,2.11,125594.98,5.33,696,66.09,4.05
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-04,Lead_Generation,Video,Desktop,IT,C-Level,1001-5000,Healthcare,281969,9864,3.5,518,5.25,20573.51,2.09,113040.9,5.49,518,78.1,3.16
New_Group,New_Year_2024,IT_Ad,2024-07-04,Brand_Awareness,Sponsored_Content,Desktop,IT,VP,5001-10000,Marketing,405224,9288,2.29,596,6.42,22858.67,2.46,107681.04,4.71,596,75.4,4.16
New_Group,New_Year_2024,Operations_Ad,2024-07-04,Brand_Awareness,Carousel,Mobile,Operations,Manager,10001+,Education,747786,21123,2.82,1570,7.43,46496.24,2.2,331505.36,7.13,1570,64.34,4.19
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-07-05,Lead_Generation,Video,Desktop,HR,Director,5001-10000,Healthcare,219867,5456,2.48,490,8.98,12640.31,2.32,84050.59,6.65,490,67.07,3.93
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-07-05,Lead_Generation,Sponsored_Content,Desktop,Marketing,C-Level,1001-5000,Technology,722284,15427,2.14,1386,8.98,38132.52,2.47,293841.85,7.71,1386,77.37,4.18
Black_Group,Black_Friday_2024,HR_Ad,2024-07-05,Conversions,Carousel,Desktop,HR,VP,10001+,Marketing,475679,10985,2.31,891,8.11,31235.25,2.84,163120.51,5.22,891,74.02,3.32
Black_Group,Black_Friday_2024,Operations_Ad,2024-07-05,Conversions,Sponsored_Content,Desktop,Operations,VP,501-1000,Education,475418,11181,2.35,1009,9.02,28069.98,2.51,207321.29,7.39,1009,73.22,3.23
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-07-05,Lead_Generation,Sponsored_Content,Mobile,Sales,VP,5001-10000,Consulting,344661,10869,3.15,647,5.95,27439.61,2.52,138963.54,5.06,647,71.74,3.7
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-07-05,Brand_Awareness,Single_Image,Mobile,Operations,C-Level,10001+,Marketing,462592,15900,3.44,1292,8.13,45053.65,2.83,215969.0,4.79,1292,65.1,3.56
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-07-05,Lead_Generation,Sponsored_Content,Mobile,Operations,Manager,501-1000,Consulting,420647,10590,2.52,675,6.37,22534.64,2.13,145291.07,6.45,675,74.6,3.08
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-07-05,Lead_Generation,Carousel,Mobile,Operations,VP,10001+,Education,588404,11834,2.01,868,7.33,34602.05,2.92,165187.83,4.77,868,67.31,3.54
Back_Group,Back_To_School_2024,IT_Ad,2024-07-05,Conversions,Single_Image,Mobile,IT,Manager,10001+,Technology,448109,13738,3.07,895,6.51,27544.6,2.0,164285.16,5.96,895,66.02,3.23
Back_Group,Back_To_School_2024,IT_Ad,2024-07-05,Conversions,Single_Image,Desktop,IT,VP,10001+,Consulting,324256,10769,3.32,972,9.03,28359.93,2.63,174147.4,6.14,972,76.42,4.12
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-07-05,Brand_Awareness,Sponsored_Content,Mobile,Finance,Manager,501-1000,Technology,479409,14468,3.02,921,6.37,36835.44,2.55,162499.46,4.41,921,66.3,4.09
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-07-05,Conversions,Single_Image,Mobile,Sales,Manager,1001-5000,Healthcare,238323,6025,2.53,324,5.38,14820.25,2.46,54283.3,3.66,324,74.68,4.18
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-07-05,Brand_Awareness,Carousel,Mobile,HR,Manager,1001-5000,Technology,215472,5704,2.65,405,7.1,13268.94,2.33,74964.27,5.65,405,69.38,3.83
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-07-05,Brand_Awareness,Video,Desktop,Sales,C-Level,501-1000,Education,248997,8823,3.54,526,5.96,19960.33,2.26,114088.7,5.72,526,67.15,3.65
New_Group,New_Year_2024,IT_Ad,2024-07-05,Lead_Generation,Single_Image,Mobile,IT,VP,10001+,Education,480101,10034,2.09,667,6.65,29036.93,2.89,132235.89,4.55,667,76.14,3.68
New_Group,New_Year_2024,Finance_Ad,2024-07-05,Conversions,Carousel,Mobile,Finance,Manager,1001-5000,Education,428514,14047,3.28,1089,7.75,32784.48,2.33,188657.95,5.75,1089,64.69,4.3
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-07-06,Lead_Generation,Video,Mobile,Finance,Director,501-1000,Healthcare,442048,11848,2.68,1069,9.02,24004.73,2.03,179296.85,7.47,1069,75.07,3.91
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-07-06,Lead_Generation,Carousel,Desktop,Operations,Manager,10001+,Technology,409342,12983,3.17,946,7.29,37779.54,2.91,168389.53,4.46,946,71.64,3.05
Black_Group,Black_Friday_2024,IT_Ad,2024-07-06,Lead_Generation,Video,Mobile,IT,C-Level,5001-10000,Healthcare,419255,10790,2.57,730,6.77,25980.84,2.41,119053.96,4.58,730,64.39,3.69
Black_Group,Black_Friday_2024,Marketing_Ad,2024-07-06,Lead_Generation,Single_Image,Desktop,Marketing,Manager,5001-10000,Healthcare,295276,10681,3.62,708,6.63,23690.14,2.22,154208.17,6.51,708,64.58,3.81
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-07-06,Conversions,Video,Desktop,Finance,Manager,501-1000,Education,281716,10000,3.55,855,8.55,22423.26,2.24,182492.59,8.14,855,75.93,3.68
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-07-06,Lead_Generation,Video,Mobile,Marketing,Manager,1001-5000,Technology,753056,23319,3.1,1421,6.09,63670.74,2.73,263378.47,4.14,1421,72.39,3.09
Summer_Group,Summer_Sale_2024,IT_Ad,2024-07-06,Brand_Awareness,Sponsored_Content,Desktop,IT,C-Level,501-1000,Healthcare,766980,16446,2.14,870,5.29,44045.73,2.68,145594.93,3.31,870,72.75,3.53
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-07-06,Lead_Generation,Video,Desktop,Finance,C-Level,5001-10000,Consulting,337225,8839,2.62,778,8.8,19490.78,2.21,157047.88,8.06,778,74.37,4.25
Back_Group,Back_To_School_2024,Sales_Ad,2024-07-06,Lead_Generation,Single_Image,Desktop,Sales,VP,1001-5000,Technology,590816,13173,2.23,728,5.53,37919.35,2.88,125564.47,3.31,728,67.95,3.13
